id,title,authors,year,venue,url,area,relevance_to_project,adversarial_note
97,Adams Bashforth Moulton Solver for Inversion and Editing in Rectified Flow,Yongjia Ma; Donglin Di; Xuan Liu; Xiaokai Chen; Lei Fan; Tonghua Su; Yue Gao,2025,arXiv,http://arxiv.org/abs/2503.16522v2,flow/transport generative modeling,Retrieved by arXiv query: rectified flow.,Checks whether the phenomenon is generic to transport samplers.
98,Dynamic Test-Time Compute Scaling in Control Policy: Difficulty-Aware Stochastic Interpolant Policy,Inkook Chun; Seungjae Lee; Michael S. Albergo; Saining Xie; Eric Vanden-Eijnden,2025,arXiv,http://arxiv.org/abs/2511.20906v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
99,Guided Streaming Stochastic Interpolant Policy,Puming Jiang; Meiyi Wang; Kelvin Lin; Ce Hao; Harold Soh,2026,arXiv,http://arxiv.org/abs/2605.10051v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
100,Finite-Time Analysis of Discrete-Time Stochastic Interpolants,Yuhao Liu; Yu Chen; Rui Hu; Longbo Huang,2025,arXiv,http://arxiv.org/abs/2502.09130v2,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
101,BézierFlow: Learning Bézier Stochastic Interpolant Schedulers for Few-Step Generation,Yunhong Min; Juil Koo; Seungwoo Yoo; Minhyuk Sung,2025,arXiv,http://arxiv.org/abs/2512.13255v3,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
102,BaryonBridge: Stochastic Interpolant Model for Fast Hydrodynamical Simulations,Benjamin Horowitz; Carolina Cuesta-Lazaro; Omar Yehia,2025,arXiv,http://arxiv.org/abs/2510.19224v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
103,Training-Free Generative Modeling via Kernelized Stochastic Interpolants,Florentin Coeurdoux; Etienne Lempereur; Nathanaël Cuvelle-Magar; Thomas Eboli; Stéphane Mallat; Anastasia Borovykh; Eric Vanden-Eijnden,2026,arXiv,http://arxiv.org/abs/2602.20070v2,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
104,Multimarginal generative modeling with stochastic interpolants,Michael S. Albergo; Nicholas M. Boffi; Michael Lindsey; Eric Vanden-Eijnden,2023,arXiv,http://arxiv.org/abs/2310.03695v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
105,Covariance Shrinkage via Stochastic Interpolation,Mathieu Chalvidal; Florentin Coeurdoux; Eric Vanden-Eijnden,2026,arXiv,http://arxiv.org/abs/2606.07382v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
106,Riemannian Stochastic Interpolants for Amorphous Particle Systems,Louis Grenioux; Leonardo Galliano; Ludovic Berthier; Giulio Biroli; Marylou Gabrié,2025,arXiv,http://arxiv.org/abs/2512.16607v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
107,Finite-Time Convergence Analysis of ODE-based Generative Models for Stochastic Interpolants,Yuhao Liu; Rui Hu; Yu Chen; Longbo Huang,2025,arXiv,http://arxiv.org/abs/2508.07333v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
108,LDDMM stochastic interpolants: an application to domain uncertainty quantification in hemodynamics,Sarah Katz; Francesco Romor; Jia-Jie Zhu; Alfonso Caiazzo,2026,arXiv,http://arxiv.org/abs/2603.28324v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
109,Disentangling Generation and Regression in Stochastic Interpolants for Controllable Image Restoration,Yi Liu; Jia Ma; Wengen Li; Jihong Guan; Shuigeng Zhou; Yichao Zhang,2026,arXiv,http://arxiv.org/abs/2605.21381v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
110,On the Contractivity of Stochastic Interpolation Flow,Mara Daniels,2025,arXiv,http://arxiv.org/abs/2504.10653v2,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
111,Sampling from multi-modal distributions on Riemannian manifolds with training-free stochastic interpolants,Alain Durmus; Maxence Noble; Thibaut Pellerin,2026,arXiv,http://arxiv.org/abs/2602.00641v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
112,Physics-aware generative models for turbulent fluid flows through energy-consistent stochastic interpolants,Nikolaj T. Mücke; Benjamin Sanderse,2025,arXiv,http://arxiv.org/abs/2504.05852v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
113,Fast Sampling for Flows and Diffusions with Lazy and Point Mass Stochastic Interpolants,Gabriel Damsholt; Jes Frellsen; Susanne Ditlevsen,2026,arXiv,http://arxiv.org/abs/2602.03789v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
114,Generative Modeling from Black-box Corruptions via Self-Consistent Stochastic Interpolants,Chirag Modi; Jiequn Han; Eric Vanden-Eijnden; Joan Bruna,2025,arXiv,http://arxiv.org/abs/2512.10857v2,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
115,Stochastic Interpolants in Hilbert Spaces,James Boran Yu; RuiKang OuYang; Julien Horwood; José Miguel Hernández-Lobato,2026,arXiv,http://arxiv.org/abs/2602.01988v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
116,Latent Stochastic Interpolants,Saurabh Singh; Dmitry Lagun,2025,arXiv,http://arxiv.org/abs/2506.02276v2,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
117,Reframing Generative Models for Physical Systems using Stochastic Interpolants,Anthony Zhou; Alexander Wikner; Amaury Lancelin; Pedram Hassanzadeh; Amir Barati Farimani,2025,arXiv,http://arxiv.org/abs/2509.26282v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
118,Generative Super-Resolution of Turbulent Flows via Stochastic Interpolants,Martin Schiødt; Nikolaj Takata Mücke; Clara Marika Velte,2025,arXiv,http://arxiv.org/abs/2508.13770v1,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
119,FlowDAS: A Stochastic Interpolant-based Framework for Data Assimilation,Siyi Chen; Yixuan Jia; Qing Qu; He Sun; Jeffrey A Fessler,2025,arXiv,http://arxiv.org/abs/2501.16642v2,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
120,Multitask Learning with Stochastic Interpolants,Hugo Negrel; Florentin Coeurdoux; Michael S. Albergo; Eric Vanden-Eijnden,2025,arXiv,http://arxiv.org/abs/2508.04605v4,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
121,Conditional Stochastic Interpolation for Generative Learning,Ding Huang; Jian Huang; Ting Li; Guohao Shen,2023,arXiv,http://arxiv.org/abs/2312.05579v3,flow/transport generative modeling,Retrieved by arXiv query: stochastic interpolant.,Checks whether the phenomenon is generic to transport samplers.
122,DmC: Nearest Neighbor Guidance Diffusion Model for Offline Cross-domain Reinforcement Learning,Linh Le Pham Van; Minh Hoang Nguyen; Duc Kieu; Hung Le; Hung The Tran; Sunil Gupta,2025,arXiv,http://arxiv.org/abs/2507.20499v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
123,Distribution Matching Distillation Meets Reinforcement Learning,Dengyang Jiang; Dongyang Liu; Zanyi Wang; Qilong Wu; Liuzhuozheng Li; Hengzhuang Li; Xin Jin; David Liu; Changsheng Lu; Zhen Li; Bo Zhang; Mengmeng Wang; Steven Hoi; Peng Gao; Harry Yang,2025,arXiv,http://arxiv.org/abs/2511.13649v4,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
124,UniRL-Zero: Reinforcement Learning on Unified Models with Joint Language Model and Diffusion Model Experts,Fu-Yun Wang; Han Zhang; Michael Gharbi; Hongsheng Li; Taesung Park,2025,arXiv,http://arxiv.org/abs/2510.17937v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
125,LacaDM: A Latent Causal Diffusion Model for Multiobjective Reinforcement Learning,Xueming Yan; Bo Yin; Yaochu Jin,2025,arXiv,http://arxiv.org/abs/2512.19516v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
126,Generalized Contrastive Divergence: Joint Training of Energy-Based Model and Diffusion Model through Inverse Reinforcement Learning,Sangwoong Yoon; Dohyun Kwon; Himchan Hwang; Yung-Kyun Noh; Frank C. Park,2023,arXiv,http://arxiv.org/abs/2312.03397v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
127,Exploratory Diffusion Model for Unsupervised Reinforcement Learning,Chengyang Ying; Huayu Chen; Xinning Zhou; Zhongkai Hao; Hang Su; Jun Zhu,2025,arXiv,http://arxiv.org/abs/2502.07279v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
128,Maximum Entropy Inverse Reinforcement Learning of Diffusion Models with Energy-Based Models,Sangwoong Yoon; Himchan Hwang; Dohyun Kwon; Yung-Kyun Noh; Frank C. Park,2024,arXiv,http://arxiv.org/abs/2407.00626v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
129,Diffusion-Modeled Reinforcement Learning for Carbon and Risk-Aware Microgrid Optimization,Yunyi Zhao; Wei Zhang; Cheng Xiang; Hongyang Du; Dusit Niyato; Shuhua Gao,2025,arXiv,http://arxiv.org/abs/2507.16867v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
130,Diffusion Models for Reinforcement Learning: A Survey,Zhengbang Zhu; Hanye Zhao; Haoran He; Yichao Zhong; Shenyu Zhang; Haoquan Guo; Tingting Chen; Weinan Zhang,2023,arXiv,http://arxiv.org/abs/2311.01223v4,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
131,Training Diffusion Models with Reinforcement Learning,Kevin Black; Michael Janner; Yilun Du; Ilya Kostrikov; Sergey Levine,2023,arXiv,http://arxiv.org/abs/2305.13301v4,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
132,Diffusion Model is an Effective Planner and Data Synthesizer for Multi-Task Reinforcement Learning,Haoran He; Chenjia Bai; Kang Xu; Zhuoran Yang; Weinan Zhang; Dong Wang; Bin Zhao; Xuelong Li,2023,arXiv,http://arxiv.org/abs/2305.18459v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
133,Inference-Time Alignment Control for Diffusion Models with Reinforcement Learning Guidance,Luozhijie Jin; Zijie Qiu; Jie Liu; Zijie Diao; Lifeng Qiao; Ning Ding; Alex Lamb; Xipeng Qiu,2025,arXiv,http://arxiv.org/abs/2508.21016v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
134,DLPO: Diffusion Model Loss-Guided Reinforcement Learning for Fine-Tuning Text-to-Speech Diffusion Models,Jingyi Chen; Ju-Seung Byun; Micha Elsner; Andrew Perrault,2024,arXiv,http://arxiv.org/abs/2405.14632v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
135,Data-regularized Reinforcement Learning for Diffusion Models at Scale,Haotian Ye; Kaiwen Zheng; Jiashu Xu; Puheng Li; Huayu Chen; Jiaqi Han; Sheng Liu; Qinsheng Zhang; Hanzi Mao; Zekun Hao; Prithvijit Chattopadhyay; Dinghao Yang; Liang Feng; Maosheng Liao; Junjie Bai; Ming-Yu Liu; James Zou; Stefano Ermon,2025,arXiv,http://arxiv.org/abs/2512.04332v3,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
136,Large-scale Reinforcement Learning for Diffusion Models,Yinan Zhang; Eric Tzeng; Yilun Du; Dmitry Kislyuk,2024,arXiv,http://arxiv.org/abs/2401.12244v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
137,Consolidating Reinforcement Learning for Multimodal Discrete Diffusion Models,Tianren Ma; Mu Zhang; Yibing Wang; Qixiang Ye,2025,arXiv,http://arxiv.org/abs/2510.02880v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
138,Adding Conditional Control to Diffusion Models with Reinforcement Learning,Yulai Zhao; Masatoshi Uehara; Gabriele Scalia; Sunyuan Kung; Tommaso Biancalani; Sergey Levine; Ehsan Hajiramezanali,2024,arXiv,http://arxiv.org/abs/2406.12120v3,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
139,TeViR: Text-to-Video Reward with Diffusion Models for Efficient Reinforcement Learning,Yuhui Chen; Haoran Li; Zhennan Jiang; Haowei Wen; Dongbin Zhao,2025,arXiv,http://arxiv.org/abs/2505.19769v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
140,Understanding Reinforcement Learning-Based Fine-Tuning of Diffusion Models: A Tutorial and Review,Masatoshi Uehara; Yulai Zhao; Tommaso Biancalani; Sergey Levine,2024,arXiv,http://arxiv.org/abs/2407.13734v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
141,Diffusion Models for Offline Multi-agent Reinforcement Learning with Safety Constraints,Jianuo Huang,2024,arXiv,http://arxiv.org/abs/2407.00741v6,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
142,ORL-LDM: Offline Reinforcement Learning Guided Latent Diffusion Model Super-Resolution Reconstruction,Shijie Lyu,2025,arXiv,http://arxiv.org/abs/2505.10027v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
143,DiffCPS: Diffusion Model based Constrained Policy Search for Offline Reinforcement Learning,Longxiang He; Li Shen; Linrui Zhang; Junbo Tan; Xueqian Wang,2023,arXiv,http://arxiv.org/abs/2310.05333v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
144,Enhancing Diffusion Models with Text-Encoder Reinforcement Learning,Chaofeng Chen; Annan Wang; Haoning Wu; Liang Liao; Wenxiu Sun; Qiong Yan; Weisi Lin,2023,arXiv,http://arxiv.org/abs/2311.15657v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
145,Avoiding mode collapse in diffusion models fine-tuned with reinforcement learning,Roberto Barceló; Cristóbal Alcázar; Felipe Tobar,2024,arXiv,http://arxiv.org/abs/2410.08315v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
146,Learning from Random Demonstrations: Offline Reinforcement Learning with Importance-Sampled Diffusion Models,Zeyu Fang; Tian Lan,2024,arXiv,http://arxiv.org/abs/2405.19878v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
147,Wavelet Fourier Diffuser: Frequency-Aware Diffusion Model for Reinforcement Learning,Yifu Luo; Yongzhe Chang; Xueqian Wang,2025,arXiv,http://arxiv.org/abs/2509.19305v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
148,Scores as Actions: a framework of fine-tuning diffusion models by continuous-time reinforcement learning,Hanyang Zhao; Haoxian Chen; Ji Zhang; David D. Yao; Wenpin Tang,2024,arXiv,http://arxiv.org/abs/2409.08400v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
149,Goal-Driven Reward by Video Diffusion Models for Reinforcement Learning,Qi Wang; Mian Wu; Yuyang Zhang; Mingqi Yuan; Wenyao Zhang; Haoxiang You; Yunbo Wang; Xin Jin; Xiaokang Yang; Wenjun Zeng,2025,arXiv,http://arxiv.org/abs/2512.00961v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
150,Reinforcement Learning for optimal dividend problem under diffusion model,Lihua Bai; Thejani Gamage; Jin Ma; Gaozhan Wang,2023,arXiv,http://arxiv.org/abs/2309.10242v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
151,Alignment and Safety of Diffusion Models via Reinforcement Learning and Reward Modeling: A Survey,Preeti Lamba; Kiran Ravish; Ankita Kushwaha; Pawan Kumar,2025,arXiv,http://arxiv.org/abs/2505.17352v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
152,Guiding Diffusion Models with Reinforcement Learning for Stable Molecule Generation,Zhijian Zhou; Junyi An; Zongkai Liu; Yunfei Shi; Xuan Zhang; Fenglei Cao; Chao Qu; Yuan Qi,2025,arXiv,http://arxiv.org/abs/2508.16521v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
153,Reinforcement Learning With LLMs Interaction For Distributed Diffusion Model Services,Hongyang Du; Ruichen Zhang; Dusit Niyato; Jiawen Kang; Zehui Xiong; Shuguang Cui; Xuemin Shen; Dong In Kim,2023,arXiv,http://arxiv.org/abs/2311.11094v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
154,Accelerating inverse materials design using generative diffusion models with reinforcement learning,Junwu Chen; Jeff Guo; Edvin Fako; Philippe Schwaller,2025,arXiv,http://arxiv.org/abs/2511.03112v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
155,MODULI: Unlocking Preference Generalization via Diffusion Models for Offline Multi-Objective Reinforcement Learning,Yifu Yuan; Zhenrui Zheng; Zibin Dong; Jianye Hao,2024,arXiv,http://arxiv.org/abs/2408.15501v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
156,"Unifying Model Predictive Path Integral Control, Reinforcement Learning, and Diffusion Models for Optimal Control and Planning",Yankai Li; Mo Chen,2025,arXiv,http://arxiv.org/abs/2502.20476v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
157,Uncertainty-Aware Multi-Objective Reinforcement Learning-Guided Diffusion Models for 3D De Novo Molecular Design,Lianghong Chen; Dongkyu Eugene Kim; Mike Domaratzki; Pingzhao Hu,2025,arXiv,http://arxiv.org/abs/2510.21153v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
158,Towards Better Alignment: Training Diffusion Models with Reinforcement Learning Against Sparse Rewards,Zijing Hu; Fengda Zhang; Long Chen; Kun Kuang; Jiahui Li; Kaifeng Gao; Jun Xiao; Xin Wang; Wenwu Zhu,2025,arXiv,http://arxiv.org/abs/2503.11240v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
159,Pixel-wise RL on Diffusion Models: Reinforcement Learning from Rich Feedback,Mo Kordzanganeh; Danial Keshvary; Nariman Arian,2024,arXiv,http://arxiv.org/abs/2404.04356v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
160,Fine-Tuning Diffusion Models for Molecular Generation via Reinforcement Learning and Fast Sampling,Guang Lin; Shikui Tu; Lei Xu,2026,arXiv,http://arxiv.org/abs/2606.01220v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
161,Reinforcement Learning for Dividend Optimization in Partially Observed Regime-Switching Diffusion Model,Zhongqin Gao; Yan Lv; Jingmin He,2026,arXiv,http://arxiv.org/abs/2601.20387v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
162,DPOK: Reinforcement Learning for Fine-tuning Text-to-Image Diffusion Models,Ying Fan; Olivia Watkins; Yuqing Du; Hao Liu; Moonkyung Ryu; Craig Boutilier; Pieter Abbeel; Mohammad Ghavamzadeh; Kangwook Lee; Kimin Lee,2023,arXiv,http://arxiv.org/abs/2305.16381v3,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
163,Beyond Local Views: Global State Inference with Diffusion Models for Cooperative Multi-Agent Reinforcement Learning,Zhiwei Xu; Hangyu Mao; Nianmin Zhang; Xin Xin; Pengjie Ren; Dapeng Li; Bin Zhang; Guoliang Fan; Zhumin Chen; Changwei Wang; Jiangjin Yin,2024,arXiv,http://arxiv.org/abs/2408.09501v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
164,Learning To Sample From Diffusion Models Via Inverse Reinforcement Learning,Constant Bourdrez; Alexandre Vérine; Olivier Cappé,2026,arXiv,http://arxiv.org/abs/2602.08689v2,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
165,"Safe, Efficient, and Robust Reinforcement Learning for Ranking and Diffusion Models",Shashank Gupta,2025,arXiv,http://arxiv.org/abs/2510.15429v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
166,"Connections between reinforcement learning with feedback,test-time scaling, and diffusion guidance: An anthology",Yuchen Jiao; Yuxin Chen; Gen Li,2025,arXiv,http://arxiv.org/abs/2509.04372v1,diffusion and trajectory generation,Retrieved by arXiv query: diffusion reinforcement learning.,Neighboring generative planners may share the same selection pathology.
167,Generative World Modelling for Humanoids: 1X World Model Challenge Technical Report,Riccardo Mereu; Aidan Scannell; Yuxin Hou; Yi Zhao; Aditya Jitta; Antonio Dominguez; Luigi Acerbi; Amos Storkey; Paul Chang,2025,arXiv,http://arxiv.org/abs/2510.07092v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
168,Nano World Models: A Minimalist Implementation of Future Video Prediction,Siqiao Huang; Partha Kaushik; Michael Chen; Hengkai Pan; Kaiwen Geng; Omar Chehab; Fernando Moreno-Pino; Max Simchowitz,2026,arXiv,http://arxiv.org/abs/2605.23993v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
169,AVID: Adapting Video Diffusion Models to World Models,Marc Rigter; Tarun Gupta; Agrin Hilmkil; Chao Ma,2024,arXiv,http://arxiv.org/abs/2410.12822v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
170,Meta-DT: Offline Meta-RL as Conditional Sequence Modeling with World Model Disentanglement,Zhi Wang; Li Zhang; Wenhao Wu; Yuanheng Zhu; Dongbin Zhao; Chunlin Chen,2024,arXiv,http://arxiv.org/abs/2410.11448v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
171,Verification of the Implicit World Model in a Generative Model via Adversarial Sequences,András Balogh; Márk Jelasity,2026,arXiv,http://arxiv.org/abs/2602.05903v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
172,Critiques of World Models,Eric Xing; Mingkai Deng; Jinyu Hou; Zhiting Hu,2025,arXiv,http://arxiv.org/abs/2507.05169v3,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
173,Graph World Model,Tao Feng; Yexin Wu; Guanyu Lin; Jiaxuan You,2025,arXiv,http://arxiv.org/abs/2507.10539v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
174,Surgical Vision World Model,Saurabh Koju; Saurav Bastola; Prashant Shrestha; Sanskar Amgain; Yash Raj Shrestha; Rudra P. K. Poudel; Binod Bhattarai,2025,arXiv,http://arxiv.org/abs/2503.02904v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
175,Transformer World Model for Sample Efficient Multi-Agent Reinforcement Learning,Azad Deihim; Eduardo Alonso; Dimitra Apostolopoulou,2025,arXiv,http://arxiv.org/abs/2506.18537v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
176,Learning Interactive World Model for Object-Centric Reinforcement Learning,Fan Feng; Phillip Lippe; Sara Magliacane,2025,arXiv,http://arxiv.org/abs/2511.02225v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
177,Mastering Atari with Discrete World Models,Danijar Hafner; Timothy Lillicrap; Mohammad Norouzi; Jimmy Ba,2020,arXiv,http://arxiv.org/abs/2010.02193v4,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
178,"Facing Off World Model Backbones: RNNs, Transformers, and S4",Fei Deng; Junyeong Park; Sungjin Ahn,2023,arXiv,http://arxiv.org/abs/2307.02064v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
179,A Biologically-Inspired Dual Stream World Model,Arthur Juliani; Margaret Sereno,2022,arXiv,http://arxiv.org/abs/2209.08035v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
180,Language-conditioned world model improves policy generalization by reading environmental descriptions,Anh Nguyen; Stefan Lee,2025,arXiv,http://arxiv.org/abs/2511.22904v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
181,Co-Evolving Latent Action World Models,Yucen Wang; Fengming Zhang; De-Chuan Zhan; Li Zhao; Kaixin Wang; Jiang Bian,2025,arXiv,http://arxiv.org/abs/2510.26433v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
182,An Empirical Study of World Model Quantization,Zhongqian Fu; Tianyi Zhao; Kai Han; Hang Zhou; Xinghao Chen; Yunhe Wang,2026,arXiv,http://arxiv.org/abs/2602.02110v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
